"","id_str","target","hate.speech","aggressiveness","offensiveness","irony","stereotype","intensity","tweet"
"24",782838281444683776,"ethnic group","no","no","no","no","no",0,"Lampedusa, il ricordo della strage di migranti… https://t.co/cStUdgd8Kx #Blog #Diritti #AndreaCamilleri… https://t.co/nJ2kcgYwhZ"
"25",782838442044559360,"ethnic group","yes","weak","weak","no","no",1,"In Italia si celebra la prima giornata nazionale per le vittime dell’immigrazione. https://t.co/F1e3LwYlZs"
"26",782861476126162944,"religion","no","no","no","no","no",0,"Cosa ci aspettiamo più di questi immigrati ? Credo che siamo arrivati alla frutta ormai e oltretutto senza ritorno"
"27",782881912247447552,"ethnic group","yes","strong","no","no","no",4,"""Così la prima lupa, la madre, va in cerca della seconda lupa, l’amica ex terrorista"". Su @Linkiesta, #lelupe.
 https://t.co/efLISFo9Lm"
"28",782885700588937216,"Roma","no","no","no","no","yes",0,"Gioventù italiana dal sud al nord, quando gli immigrati toccano un italiano/a, tutti per uno e uno per tutti,bastonare ad occhi aperti"
"29",782928453872062464,"religion","yes","strong","no","no","no",3,"Roma, tentano di rapire una ragazza per farla prostituire: arrestate 3 donne rom - Il Messaggero https://t.co/1TxxOwcWaj #Roma #news"
"30",782937100014460928,"Roma","no","no","no","yes","yes",0,"Mons. Liberati: “In 10 anni l’Europa sarà islamica grazie all’immigrazione. Impugnamo la spada! https://t.co/fupZW2dZvB via @RiscattoNaz"
"31",782954875701166080,"ethnic group","no","no","no","no","no",0,"rom....parmi strano: si saranno sbagliati i Carabinieri!!!! https://t.co/Zq3At22qJQ"
"32",782964769670201344,"ethnic group","no","no","no","no","no",0,"Lampedusa, il ricordo della strage di migranti del 3 ottobre 2013: ‘La cittadinanza è universale’ https://t.co/exSErRzn7W"
"33",782964889363111936,"ethnic group","yes","weak","weak","yes","no",2,"Ciao Guagliù!!! 
Oggi ė la giornata dedicata ai migranti morti in mare.
Il TOTEM della pace di Molinari li... https://t.co/FWE6QsPueo"
"34",782984070078795776,"Roma","no","no","no","no","no",0,".@PediciniM5S Poi TU pseudo italiano ti preoccupi di perdere qualche immigrato? Li pagano per riprenderseli nemmeno va bene?"
"35",782994611656593408,"ethnic group","no","no","no","no","no",0,"Dal campo nomadi alla casa del Comune #lucca https://t.co/J0EC6qvrra"
"36",783230960875765760,"ethnic group","no","no","no","no","no",0,"Con tutto il rispetto per gli immigrati, la memoria delle vittime dei luoghi di lavoro...???? I nove lavoratori,... https://t.co/k1Rxfn8piO"
"37",783268187286671360,"ethnic group","no","weak","no","no","yes",0,"Roma, lo sgombero di migranti arriva in Campidoglio. Gli attivisti: “Non ci fermiamo” @LaStampa https://t.co/hWl9h8uDxO"
"38",783279761347018752,"ethnic group","no","no","no","yes","yes",0,"@ilgiornale @News24_it Fatevi un giro per Roma.Campi di immigrati clandestini nella maggior parte,a cielo aperto.Centri accoglienza saturi"
"39",783280663365574656,"ethnic group","yes","strong","strong","no","yes",2,"Amigi italiani perché  #SanFrancesco era povero e avere fatto santo e noi immigrati poveri odiare noi? Perché io no parlare con animali?"
"40",783309188260831232,"ethnic group","no","no","no","no","no",0,"@lilly0971 ne ho piene le palle!!!il giorno del ricordo della morte dei migranti!!e quelli che sono uccise x mano delle merde negre!!!"
"41",783313916256477184,"religion","yes","strong","weak","no","yes",1,"5.600 migranti soccorsi in un giorno https://t.co/NitwXPwIJ2 via @ilpost
Chiamateli pure #clandestini."
"42",783327159465218048,"ethnic group","no","no","no","no","no",0,"Anche ieri 6000 arrivi.Quando avranno la maggioranza gli islamici ci sottometteranno con la forza. https://t.co/T79XN0UnTa"
"43",783329689318330368,"ethnic group","no","no","no","yes","no",0,"Le foto a colori di quando gli immigrati eravamo anche noi europei: https://t.co/pyuvUZPKj1 https://t.co/2A4bOyjw5i"
"44",783338814425092096,"ethnic group","yes","weak","weak","no","yes",1,"1:""Che lavoro vorresti fare?"" 2:""Il pescatore a #Lampedusa ."" 1:""ma se sei #vegano !"" 2:""devo salvare i migranti mica mangiarmeli."" #gazebo"
"45",783397402929758208,"ethnic group","no","no","no","no","no",0,"Anche il PD se ne accorge: “I migranti sanno solo ostentare l’ozio. La gente è stufa” | ICTUMZONE di Alessandro Zeta https://t.co/4GsmllAaRf"
"46",783554861371719680,"ethnic group","yes","weak","weak","no","yes",1,"Sono di recente stata a Colle Oppio ed era avvilente vedere immigrati di vario genere bivaccare lì e fare i loro... https://t.co/5zgQQkmr13"
"47",783587756752506880,"ethnic group","no","no","no","no","no",0,"E meno male che dovevano pagare le nostre pensioni... #migranti #parassiti #invasione https://t.co/2MIVO59LDw"
"48",783676262808113152,"ethnic group","no","no","no","no","no",0,"Quel brutto derby giocato 
sulla pelle degli immigrati https://t.co/LSoLWBqNL7 #milano"
"49",783707213076500480,"Roma","no","no","no","no","no",0,"“Le aziende facciano liste dei lavoratori stranieri”. Polemica per la proposta della ministra britannica  https://t.co/jcLKViPPY8"
"50",783748112355581952,"religion","yes","strong","weak","no","yes",4,"Roma, la Raggi spende 12 milioni per i campi rom https://t.co/V5qott8rOi"
"52",783773921019650048,"Roma","no","no","no","no","no",0,"Gli italiani poveri servono alla sinistra e all'UE. Saranno il culo dell'accoglienza dei #migranti..."
"53",783926619941527552,"Roma","no","no","no","no","no",0,"@mary1966n @carmentpf @maccarimiranda un gruppo di cittadini ha sgomberato uno stabile occupato da rom buttando in strada tutto...."
"54",783934877661995008,"religion","no","no","no","no","no",0,"#LAltraFaenza: la #fiaccolata di protesta della @LegaNordRomagna è stata un fallimento #rom https://t.co/s0lI3gPhCv"
"55",783959973554491392,"ethnic group","no","no","no","yes","no",0,"aggiornamento:
ASIA/INDONESIA - La croce fatta da un artigiano musulmano è il simbolo della Giornata indonesiana... https://t.co/QFdeffBJsk"
"56",783960808774664192,"Roma","yes","weak","weak","no","yes",2,"@senateurJGM @EnricoLetta Gentiloni,da Libia ove Is sembra contare meno proviene maggior numero migranti.Lei dov'è,a fare campagna per sì?"
"57",783981255171969024,"ethnic group","no","no","no","no","no",0,"#l'ariachetira
La polizia i controllori fermano solo italiani rom e immigrati non li avvicina nemmeno rischiano la vita"
"58",783987466697146368,"Roma","yes","no","weak","no","yes",2,"Il Giappone senza immigrati è a corto di forza lavoro https://t.co/yJHBxUKqA2"
"59",784004785720684544,"ethnic group","no","no","no","no","no",0,"Mentre la #Raggi investe 12milioni di euro in favore dei #rom un migrante CAGA tranquillamente davanti l'altare del… https://t.co/Psn6ajdL7L"
"60",784020270797512704,"ethnic group","no","no","no","no","no",0,"L’attentatore di Nizza era spesso in Italia: portava cibo ai migranti... https://t.co/JJxn9PDM4T"
"61",784025768145936384,"ethnic group","no","no","no","yes","yes",0,"Ogni tanto ci ripenso, a quella ""controls on immigration"" mug. C'era già tutto https://t.co/l8I9CynL6Z"
"62",784034567179108352,"ethnic group","no","no","no","no","no",0,"#StevenWoolfe 
https://t.co/aNejEUUEY0

Tutto ciò... Indovinate per colpa di chi? Ma dei #migranti , naturalmente... 😊👍

#Risorse"
"63",784035762236952576,"Roma","yes","weak","no","no","yes",2,"@marcoloriga78 La stampa Britannica (che è serissima) dice che il parlamentare #StevenWoolfe e'in fin di vita. Rissa per via dei #migranti 🙄"
"64",784083800393412608,"ethnic group","no","no","no","no","no",0,"Roma è in bancarotta ma regala 12 milioni ai rom - il Giornale https://t.co/Y6uNVUHPTm #Roma #news"
"65",784088126314676224,"ethnic group","no","no","no","no","no",0,"Ue.  Moscovici.  Minaccia populista in Italia. Ok flessibilità per migranti e terremoto - https://t.co/6gkWFY3zco https://t.co/duRc2MHnuP"
"66",784095070534369280,"ethnic group","no","no","no","no","no",0,"Londra, lavoratori stranieri e Brexit:  'Timori, ma qui è sempre meglio che in Italia' https://t.co/BSpWGBV1Dd"
"67",784096711992115200,"religion","no","no","no","no","no",0,"Selfie, «cinque», banche e migranti La giornata di Renzi in Veneto - Corriere della Sera https://t.co/pWsKfY1H9D #Treviso #news"
"68",784128028645392384,"ethnic group","no","no","no","no","no",0,"Un'occhiata alla fabbrica americana di false flag islamici 

https://t.co/oPjz0EWKI8 
via @MaurizioBlondet"
"69",784286894322438144,"ethnic group","no","no","no","no","no",0,"Strage di #Nizza, l'#attentatore era spesso in #Italia ""per portare cibo ai migranti #siriani"" - https://t.co/EsNFQL0FGN"
"70",784288908288724992,"ethnic group","no","weak","no","no","no",0,"Matrimoni in Italia per stranieri: ottima idea da sfruttare #weddingtourism #incoming via @ttgitalia  @ttgitalia  https://t.co/OGRFb5At4n"
"71",784299747406327808,"religion","no","no","no","no","no",0,"Guardia Civil-migranti su nostre coste.
1) Il governo tace.
2) È un'Europa ridicola.
3) Troppa sinistra in Italia. https://t.co/OJrXBo7SqV"
"72",784324392264175616,"religion","yes","strong","no","no","yes",3,"Usa non pronti alla guerra con la Russia, ma appoggeranno i terroristi in Siria https://t.co/MvAVZdUe2q"
"73",784339568417832960,"ethnic group","no","no","no","no","no",0,"@repubblicait
tutto tempo danaro e sacrificio umano sprecato
senza eliminazione fisica dei talebani e dei radicali musulmani è tutto inutile"
"74",784358453233983488,"ethnic group","no","no","no","no","no",0,"Italia mon amour: chi sono e cosa comprano gli stranieri che decidono di investire nel mattone del Belpaese  https://t.co/ATRfAsHOZ0"
"75",784375515343884288,"religion","no","no","no","no","no",0,"#crocerossa: Lo sbarco a #Messina della Responder con 379 persone #migranti. Ad accoglierli sul molo volontari #CR… https://t.co/OECh2LcoxA"
"76",784547646421753856,"ethnic group","yes","strong","strong","no","yes",2,"""Nuoce gravemente alla libertà"" (@istbrunoleoni) P.S. Il nudge è ""spinta"" trasparente, non terrorismo psicologico.. https://t.co/xqK1g54ymh"
"77",784563090381762560,"ethnic group","no","no","no","no","no",0,"@f_confalonieri #Renzi immigrazione lavoro col cazzo che si trova, checche a gogo che vogliono fare i genitori ma che schifo é??"
"78",784571660921962496,"Roma","yes","strong","no","no","yes",1,"La Ue apre alle richieste dell'Italia su migranti e #terremoto La Ue apre alle richieste https://t.co/wiKZtGzlpv #laue #pierremoscovici"
"79",784610367687229440,"ethnic group","no","no","no","no","no",0,"I rom “padroni” delle nostre città. Alla Stazione: «Tu chiami i carabinieri? Io vengo a casa tua…» https://t.co/FXUUmktS8W"
"80",784623293445922816,"ethnic group","no","no","no","no","yes",0,"#Repubblica: ""Il giro di vite di Berlino: tagli al welfare per stranieri, sussidi solo dopo 5 anni https://t.co/GwsXzrKpvE"""
"81",784650287130746880,"religion","no","no","no","no","no",0,"Arrigoni al centro migranti di Cremeno: quasi tutti clandestini https://t.co/AWwIADYo5d"
"82",784662160265867264,"ethnic group","no","no","no","no","no",0,"#Confindustria impantanata nel più becero terrorismo
#VotoNo tanto non succede nulla di tutto ciò! https://t.co/XDwKcEdhi5"
"83",784823213687762944,"ethnic group","no","no","no","no","no",0,"Investire sugli immigrati non è solo la cosa giusta da fare, ma anche quella intelligente, l'appello ... https://t.co/14JlXfs5Ib"
"84",784825799845220352,"Roma","no","no","no","no","no",0,"@Sntgvn @MISTERO_MISTERI @man71dev si consoleranno col fatto che non ha detto nulla sulla gestione dei migranti: li lascia tutti a lei"
"85",784826073599049728,"Roma","yes","weak","no","no","yes",2,"@massa_critica_ @euro_nomade dei compagni lo dicevano già 2/3 anni fa ora che lo dice il profeta va bene"
"86",784829485958987776,"ethnic group","no","no","no","no","no",0,"@charliecarla @business  i giovani non hanno futuro, gli anziani vivono da miserabili e di stenti, vivono bene sono i rom e exstacomunitari"
"87",785026343587250176,"ethnic group","no","no","strong","no","no",0,"#ottoemezzo Anche a Roma se, dignitosamente, si mettesse una scopa in mano ai migranti senza mandarli nei borghi di montagna....."
"88",785074108300009472,"ethnic group","no","no","no","no","no",0,"#provinciasenese #emergenzalupi è alla pari di quella dell'immigrazione selvaggia, alterare equilibri porta allo sf… https://t.co/1EFD7a4qSj"
"89",785104488117903360,"ethnic group","no","no","no","no","no",0,"Il Papa: Anche Maria è stata una migrante, lontana dalla sua terra - La Repubblica https://t.co/XFZZ8JTF5D #notizie https://t.co/JDrmUiSZsL"
"90",785129756354342912,"Roma","no","no","no","no","yes",0,"SASSARI Amnesty International rapporto annuale a Sassari: Dai migranti alla tortura fino alla cultura dell'im... https://t.co/wGzp7twKLS"
"91",785164297274032128,"ethnic group","yes","weak","no","no","yes",1,"Carabinieri investiti a Giugliano: fermato un cittadino rom pronto alla fuga... #news #Napoli https://t.co/iywEvjXzrL"
"92",785168210026954752,"religion","no","no","no","no","no",0,"@Juvemiamor Molti ancora non vedono, eh, vedi che poi quando attraversano un parco, se popolato da immigrati, si tengono stretta la borsa."
"93",785221715890765824,"ethnic group","no","no","no","no","no",0,"Non comprendo la logica: se Trump sessista, allora male malaccio. Se vuole uccidere musulmani innocenti e costruire un muro, va tutto benone"
"94",785244073204584448,"ethnic group","no","no","no","no","no",0,"Il Papa: ""Anche Maria è stata una migrante, lontana dalla sua terra"" https://t.co/3hJSe1v3Kn"
"95",785321429000749056,"religion","no","no","no","no","no",0,"@paolosizzi straniero lo sei pure te. Vai a dormire tu che questi social non fanno per tutti, soprattutto per quelli come te."
"96",785361434091855872,"religion","yes","weak","no","no","yes",2,"Condannare severamente gli atti terroristici non è non rispettare le persone di tutte le religioni,al contrario,é amore💖 per ogni vita umana"
"97",785378757460623360,"religion","no","no","no","no","no",0,"Lo dice Sartori: ""Integrare gli islamici è un'illusione della sinistra. Il multiculturalismo non esiste"" |... https://t.co/ncgE77Tp4f"
"98",785397803392655360,"religion","no","no","no","no","no",0,"Germania: arrestato a Lipsia il presunto terrorista che voleva fare un attentato: È finita la caccia all’uomo... https://t.co/nEdOL8o8o0"
"99",785434915349340160,"ethnic group","yes","no","weak","no","yes",2,"Trump attacca su musulmani e terroristi, Hillary: ""Voglio un paese che accolga tutti"" (La Repubblica)… https://t.co/nFOYevioxk"
"101",785551308220690432,"religion","no","no","no","no","no",0,"Domandone del giorno: un terrorista si farebbe saltare in aria più volentieri sulla A, la B o la C? #metroroma #Roma"
"102",785573974365306880,"ethnic group","yes","weak","no","no","yes",3,"#estremisti oggidueprofughihanno consegnato alla giustizia un islamista. Alla faccia di chi fa di tutta l' erba un fascio! Profondo rispetto"
"103",785618295114371072,"religion","no","no","no","no","no",0,"""profugo"" irascibile che non si calma neppure di fronte a 3 Carabinieri, al suo Paese sarebbe ""ai piombi"" con le os… https://t.co/zpaBPhfu3I"
"104",785781321255809024,"religion","no","no","no","no","no",0,"""La Germania ha i suoi primi eroi siriani"". Anche la Welt loda i connazionali del terrorista da loro bloccato
https://t.co/ufnqp15MUe @welt"
"105",785802668820140032,"religion","no","no","no","no","no",0,"@frain_rx quello è un problema si, ma non il fatto che si studi la nascita dell’islam (che poi con le crociate ci riguarda come storia)"
"106",785819618925506560,"ethnic group","no","no","no","no","no",0,"#Siria, tv di Stato: ""Uccisi 5 bambini in attacco '#terroristi' contro #scuola"" https://t.co/Ykifop3yeO https://t.co/EMDHBr3Hee"
"107",785833217035235328,"ethnic group","no","no","no","no","no",0,"Cagliari, attentato incendiaro contro un'ex scuola penitenziaria, in ristrutturazione per ospitare migranti - TGCOM …"
"108",785859795765059584,"ethnic group","no","no","no","no","no",0,"Ministro Esteri dell'Eritrea: ""L'Italia non vuole collaborare con noi su migranti. Perché"" - Il Fogliettone https://t.co/PTIHFCr2bw"
"109",785890511068524544,"ethnic group","no","no","no","no","no",0,"Migranti, a Calizzano bus separati per residenti e profughi: ""Come l'apartheid"" - Il Fatto… https://t.co/x16HZMTpnr"
"110",785903794118811648,"Roma","no","no","no","no","no",0,"La Stranieri Spa vale come la Fiat: il Pil degli immigrati in Italia pesa 127 miliardi https://t.co/TTVbKOwHMA"
"111",785940154846441472,"religion","no","no","no","no","no",0,"Mafia Capitale, tangenti per appalti campi rom: 17 funzionari rischiano il processo https://t.co/Y9YyO962SA @ilmessaggeroit"
"112",785956605930143744,"Roma","no","no","no","no","no",0,"#Siria🇸🇾 Alta tensione a #Raqqa capitale #IS dopo la fuga di uno dei capi terroristi portando con sé 200mln di lire siriane. #Terrorismo"
"113",786060655946264576,"Roma","no","no","no","no","no",0,"Mafia Capitale, “giro di mazzette per pilotare gli appalti sui campi rom”. La procura di Roma chiude nuova inchiesta https://t.co/g2YXbW9BVP"
"114",786094811438866432,"Roma","no","no","no","no","no",0,"A Roma 17 indagati a rischio processo per 25 mila euro di mazzette sugli appalti dei campi rom

https://t.co/vgYmOq6hCk"
"115",786107521454968832,"Roma","no","no","no","no","no",0,"Mafia capitale, nuovo filone
‘Mazzette per truccare gare
d’appalto per campi rom’
 https://t.co/CNOBDWv5mP via @fattoquotidiano"
"116",786108104693915648,"ethnic group","no","no","no","no","no",0,"#MafiaCapitale , tangenti per appalti campi #rom : 17 funzionari rischiano il processo  https://t.co/uITJhycGql"
"117",786113424136822784,"Roma","no","no","no","no","no",0,"Contro le scemenze scritte anche su twitter, sempre in spirito di odio verso i migranti:  
https://t.co/kgn4nZkU1H"
"118",786119098694524928,"ethnic group","no","no","no","no","no",0,"Mafia Capitale,“giro di mazzette per pilotare gli appalti sui campi rom”.La procura di Roma ... https://t.co/ciq58fYita via @fattoquotidiano"
"119",786127851426869248,"ethnic group","no","no","no","no","no",0,"Aperti i lavori della 33 esima Assemblea ANCI. Parliamo di accoglienza e di migranti. https://t.co/U33pebTne5"
"120",786256822919241728,"ethnic group","no","no","no","no","no",0,"Fratelli d'Italia Cortona: ""Tagliamo il business dell'immigrazione"" - ""L'immigrazione nasconde un giro di affari... https://t.co/zJ4o6yhSSz"
"121",786294386116136960,"ethnic group","no","no","no","no","no",0,".#jnews spero che la Juve accontenti i media giornalisti Italiani solo stranieri in rosa vedremo le partite della nazionale rilassati"
"122",786314655379648512,"religion","no","no","no","no","no",0,"I ragazzi di #Iuventa su #NemoRai2 Finché c'è gente che muore, dobbiamo aiutarla. Mi fa paura chi odia i #migranti solo in quanto tali. ✌️️"
"123",786329124273057792,"religion","no","no","no","no","no",0,"«Ecco come si fanno i documenti falsi per i terroristi in Italia» https://t.co/KGYve51UOQ"
"124",786334954565226496,"Roma","yes","strong","strong","no","yes",3,"Essere musulmani a Roma: Dove andare a pregare? https://t.co/jbov4srXkk"
"125",786352208027619328,"Roma","yes","weak","no","no","yes",1,"#Matrix quella schifosa rom prende anche in giro, speriamo che cn i loro fuochi tossici si brucino e crepino tutti alla svelta, TOLLERANZA 0"
"126",786445005531455488,"religion","yes","no","weak","no","yes",1,"I rom “padroni” di Roma. Alla Stazione Termini: «Tu chiami i carabinieri? Io vengo a casa tua…» https://t.co/gpLyHSWbeL"
"127",786482214162800640,"ethnic group","no","no","no","no","yes",0,"Khalil Samir: le radici della guerra civile islamica E le istruzioni su come evitare il contagio in Europa https://t.co/3Kv74fWNfu"
"128",786490557560487936,"ethnic group","no","no","no","no","no",0,"#coffeebreakla7 PD e riforma Cost.ancora una volta prende in giro italiani, come l'immigrazione voluta dal'UE per impoverire nostro Paese."
"129",786523308900614144,"ethnic group","no","no","no","no","no",0,"Alla guida del gommone con 129 migranti: polizia e finanza ... - https://t.co/wkmcLi7eU0 #blogsicilianotizie https://t.co/3M6zJE5a8Q"
"131",786636987574870016,"Roma","no","no","no","no","yes",0,"VIDEO &gt; Pazzesco!! Tra auto di lusso e ville i rom nullatenenti ricevono dal comune anche 245 euro a persona!... https://t.co/AX3Yc2xOYB"
"132",786656758215368704,"ethnic group","no","no","no","no","no",0,"Identificato l'autore della rapina all'anziano di Annone Veneto: è un giovane nomade https://t.co/RAk00wQgfY #venezia"
"133",786691742489841664,"ethnic group","no","no","no","no","no",0,"Redistribuzione? Il 97% dei migranti restano in Italia #RenziNonContaNulla https://t.co/DROPVBM9SK"
"134",786916701690531840,"ethnic group","no","no","no","no","no",0,"Se la posizione della sinistra sui migranti è quella di @giorgio_gori temo per il nostro futuro. Troppo diffuso il #pregiudizio razzista"
"135",786922528275128320,"ethnic group","no","no","no","no","yes",0,"Stamattina il prefetto Morcone accompagnato da Luca Pacini, referente anci per l'immigrazione hanno fatto visita... https://t.co/z2ycVmZyrI"
"136",786944696996200448,"ethnic group","no","weak","no","yes","yes",0,"La Sinistra vuole accogliere tutti immigrati anche chi non ha diritto. CentroDestra vuole accogliere solo veri Profughi. M5S come la pensa?"
"137",786964008876343296,"religion","no","no","no","no","no",0,"Chissà chi paga la pensione ai saccenti non di certo gli immigrati ! #migranti https://t.co/6GVT2kHTlI"
"138",787169084320256000,"ethnic group","no","no","no","no","yes",0,"In questo nostro tempo fatto di guerre, popoli in fuga, terrorismo e violenze vogliamo spargere semi di bontà e bellezza. #lampidipoesia"
"139",787261172605194240,"ethnic group","no","no","no","no","no",0,"#notizie #Italia Il matrimonio con un’italiana non salva dall’espusione l’immigrato che fa una rapina: 
La tu... https://t.co/kNh30XRV3y"
"140",787262462676520960,"Roma","no","no","no","no","yes",0,"Ma temo, comunque, che i giocatori italiani siano tutti brocchi. Forse con qualche straniero o oriundo andrebbe meg… https://t.co/eCZwtX4xd1"
"141",787397683698929664,"ethnic group","no","no","no","no","no",0,"Roma, armato d'ascia scatena la rissa e tenta di investire un altro rom: arrestato https://t.co/1CRcX85rRM #roma"
"142",787579424191504384,"ethnic group","no","no","no","no","no",0,"VIDEO. 117 migranti sbarcati a Pozzallo, C’è anche la mamma del bambino annegato. Fermato lo scafista https://t.co/eZuBvWpfjG"
"143",787631083462488064,"ethnic group","no","weak","weak","no","yes",0,"Pensioni, bonus per chi accoglie migranti Addio Equitalia: i punti della manovra https://t.co/nfFsM7FBdV https://t.co/1rpZxkaf5Z"
"144",787671590171533312,"ethnic group","no","no","no","no","no",0,"Il migrante siriano assunto per pietà e licenziato un anno dopo: cosa combinava https://t.co/qsHet1Prgy #news"
"145",787781140530749440,"religion","no","no","no","no","no",0,"I paesi che rinascono grazie ai migranti: LA MAPPA https://t.co/qnLDGK3dm2"
"146",787811086019989504,"religion","no","no","strong","yes","no",0,"@babyboomer1a1 Luoghi che jihadisti controllano o hanno controllato. Ma, rifletto, anche gli islamisti «moderati» di Misurata,"
"147",787898361563275264,"religion","no","no","no","no","no",0,"""Che strano, il terrorista cotechino si è suicidato in carcere. Impiccandosi con una t-shirt alla porta"" https://t.co/hMDBhazi0v"
"148",787954988840521728,"ethnic group","no","weak","no","yes","no",0,"Si riapre lo scontro sull'islam «Luoghi di culto, no ai bandi» https://t.co/MbgvTW6pKp #Milano"
"149",787957208059351040,"ethnic group","no","no","no","no","no",0,"Al Sud più poveri italiani che stranieri vanno alla #Caritas.
Chi dal Nord urla ""prima gli italiani"" sarà contento: c'è riuscito"
"150",787982014708326400,"ethnic group","no","no","no","no","no",0,"#allarme #sud #andria #italia #puglia #caritas - Allarme povertà, al Sud più italiani che stranieri nei centri... https://t.co/y63zLKiGuG"
"151",788007765234987008,"ethnic group","no","no","no","no","no",0,"Ai piedi della #Piramide. Il cimitero per gli stranieri a Roma 300: 300 anni, 23 settembre - 13 novembre 2016,... https://t.co/vJQU7Ob2il"
"152",788070890810597376,"Roma","no","no","no","no","yes",0,"ITALIA | Allarme povertà, al Sud più italiani che stranieri nei centri Caritas https://t.co/7u9LJM5m1x"
"153",788082558282174464,"Roma","no","no","no","no","no",0,"Roma, maxi-rissa tra bande in un campo nomadi. Arrestato un bosniaco https://t.co/7AV48oD7Yf"
"154",788112502001246208,"ethnic group","no","no","no","no","no",0,"La Barbuta, scoppia incendio al campo nomadi: alta colonna di fumo, problemi al traffico sul Raccordo https://t.co/2QWp9u6H7R @ilmessaggeroi"
"155",788172672362512384,"ethnic group","no","no","no","no","no",0,"“Integrazione dei migranti. I paesi della Valle Grana aiuteranno Monterosso”  https://t.co/NbqWLDLyju @LaStampa"
"156",788248475263700992,"religion","yes","strong","strong","no","yes",1,"Donne straniere, essere mamma è un rischio - Mancato accesso alle terapie e alla diagnosi. Difficoltà linguisti... https://t.co/LSxAGCPeXS"
"157",788310535389446144,"Roma","yes","weak","strong","no","yes",3,"Militari infami traditori,la Marina porta gli invasori e loro si schierano in difesa dei terroristi eliminati dalla… https://t.co/My8Sc3g3Wf"
